dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.1555213;0.47445950000000003;0.329164;0.03943355;0.275762;14.0411;0.0876432;2.72003
40000;1;0.18788749999999999;0.7796335000000001;0.270081;0.052256449999999996;0.299048;51.791;0.0824771;5.69118
60000;1;0.224708;0.985119;0.33251600000000003;0.03903605;0.336869;103.447;0.0998051;7.16573
80000;1;0.266092;1.109255;0.328724;0.036449499999999996;0.382942;161.779;0.103967;9.1718
100000;1;0.305507;1.207745;0.33166799999999996;0.03913685;0.440081;219.959;0.109889;10.847
200000;1;0.364055;2.0189700000000004;0.330262;0.0404858;0.886014;437.013;0.121431;19.4797
400000;1;0.583608;2.5286850000000003;0.33216500000000004;0.03907965;2.66511;581.14;0.145505;32.7674
600000;1;0.804494;2.7516049999999996;0.326884;0.0397088;5.60066;622.213;0.16873;42.3859
800000;1;0.469278;6.29035;0.32771399999999995;0.0335143;9.70513;638.343;0.199126;47.8877
1000000;1;1.197414;3.0692000000000004;0.334277;0.0414757;15.0222;644.381;0.240311;49.2162
