dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.549524;1490.77;3.67078;678.646;10.0;0.367078
5;500000;0;0.654328;1552.47;3.25136;665.792;7.0;0.46448
6;500000;0;0.756505;1602.68;2.84856;648.361;5.0;0.569712
7;500000;0;0.860339;1637.78;2.87526;597.524;4.0;0.718815
8;500000;0;0.988242;1624.76;3.62588;540.162;4.0;0.90647
9;500000;0;1.0924;1649.82;2.41413;683.195;3.0;0.80471
10;500000;0;1.19558;1671.9;2.6712;684.979;3.0;0.8904
11;500000;0;1.29955;1689.43;2.9215;688.04;3.0;0.9738333333333333
12;500000;0;1.4358;1666.04;3.20825;682.77;3.0;1.0694166666666667
13;500000;0;1.52649;1695.86;3.43763;689.688;3.0;1.1458766666666667
14;500000;0;1.6376;1700.86;2.51924;675.148;2.0;1.25962
15;500000;0;1.75905;1695.19;2.70355;673.603;2.0;1.351775
16;500000;0;1.89611;1676.35;2.87779;674.611;2.0;1.438895
17;500000;0;1.98895;1696.96;3.05529;674.78;2.0;1.527645
18;500000;0;2.103;1698.42;3.22968;675.582;2.0;1.61484
19;500000;0;2.23157;1688.67;3.40648;675.822;2.0;1.70324
20;500000;0;2.35153;1686.13;3.58645;675.441;2.0;1.793225
21;500000;0;2.48463;1674.94;3.75613;676.947;2.0;1.878065
22;500000;0;2.6024;1674.69;3.93242;677.181;2.0;1.96621
23;500000;0;2.69744;1688.57;4.12449;674.805;2.0;2.062245
24;500000;0;2.83744;1674.55;4.29205;676.481;2.0;2.146025
25;500000;0;2.95713;1673.26;4.56294;662.676;2.0;2.28147
26;500000;0;3.25738;1579.39;4.84781;648.543;2.0;2.423905
27;500000;0;3.68558;1449.23;5.10341;639.627;2.0;2.551705
28;500000;0;4.67459;1184.68;5.35029;632.59;2.0;2.675145
29;500000;0;5.23744;1094.9;5.68374;616.637;2.0;2.84187
30;500000;0;3.29336;1800.93;6.14569;589.855;2.0;3.072845
31;500000;0;3.35888;1824.33;6.425;582.93;2.0;3.2125
