dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.1496919;25.306449999999998;0.36444;18.5509;0.467292;20.5439;0.350946;33.2373
40000;1;0.1860674;40.714200000000005;0.361719;18.6685;0.496996;77.2642;0.385106;60.507
60000;1;0.243507;46.678399999999996;0.361551;18.70685;0.543435;158.989;0.386583;90.5553
80000;1;0.271162;55.8921;0.36151900000000003;18.7095;0.60664;253.198;0.406603;114.795
100000;1;0.28159;67.29205;0.36555499999999996;18.509050000000002;0.693176;346.232;0.422208;138.245
200000;1;0.451186;83.94655;0.363043;18.6163;1.36063;705.553;0.500615;232.912
400000;1;0.566746;133.73149999999998;0.36429999999999996;18.5731;3.94776;972.704;0.662467;352.428
600000;1;1.076597;105.5565;0.360948;18.7324;8.20719;1052.74;0.821117;426.169
800000;1;0.881983;171.764;0.367394;18.39525;17.1715;894.504;0.977932;476.921
1000000;1;1.7207279999999998;110.1365;0.369877;18.299599999999998;26.2858;913.04;0.936578;623.449
