dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;duration_create_graph;gflops_create_graph;duration_prune_graph;gflops_prune_graph
20000;1;0.1342836;5.71976;0.530696;1.6471175;0.347377;18.4238;0.134074;17.8487
40000;1;0.16264299999999998;9.450700000000001;0.5389120000000001;1.63306;0.36878;69.4181;0.137232;34.8759
60000;1;0.213511;10.791;0.531698;1.685939;0.413388;139.336;0.148642;48.298
80000;1;0.21254699999999999;14.4535;0.531295;1.6333609999999998;0.470426;217.675;0.148021;64.6676
100000;1;0.24997999999999998;15.3613;0.529426;1.6888595;0.535529;298.77;0.162864;73.4676
200000;1;0.368266;20.8547;0.528017;1.5114779999999999;1.09702;583.398;0.185571;128.955
400000;1;0.408023;37.64495;0.516993;1.6478035;3.21632;795.942;0.229389;208.645
600000;1;0.9589989999999999;24.05695;0.24261100000000002;2.544735;6.71387;857.926;0.280273;256.816
800000;1;0.738653;41.61765;0.244292;2.6624299999999996;11.5924;883.336;0.51687;185.436
1000000;1;1.379829;27.829549999999998;0.517429;1.6421335;17.8193;897.901;0.36446;328.3
