dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.502326;5.20081;0.206895;0.0857174;7.0;0.02955642857142857
5;500000;0;0.590681;9.21056;0.171043;0.311166;6.0;0.028507166666666667
6;500000;0;0.683133;14.7592;0.180787;0.706471;5.0;0.0361574
7;500000;0;0.750274;22.8963;0.180375;1.41572;4.0;0.04509375
8;500000;0;0.833199;32.9627;0.184052;3.11341;4.0;0.046013
9;500000;0;0.908401;45.9846;0.178267;6.62695;4.0;0.04456675
10;500000;0;0.930535;65.5865;0.197086;8.65462;3.0;0.06569533333333334
11;500000;0;0.929909;92.7645;0.205486;15.1014;3.0;0.06849533333333334
12;500000;0;1.03639;114.424;0.218487;24.6402;3.0;0.07282899999999999
13;500000;0;1.02473;155.382;0.233052;38.4868;3.0;0.077684
14;500000;0;1.1869;176.495;0.268995;53.6488;3.0;0.089665
15;500000;0;1.22199;221.582;0.241598;62.1517;2.0;0.120799
16;500000;0;1.4231;242.142;0.280179;81.4387;2.0;0.1400895
17;500000;0;1.63664;264.291;0.317067;106.794;2.0;0.1585335
18;500000;0;1.50292;356.861;0.362973;135.54;2.0;0.1814865
19;500000;0;1.74422;377.097;0.382604;183.312;2.0;0.191302
20;500000;0;1.75405;455.325;0.432115;227.454;2.0;0.2160575
21;500000;0;1.87765;511.849;0.529401;256.155;2.0;0.2647005
22;500000;0;1.94856;588.67;0.598759;308.083;2.0;0.2993795
23;500000;0;2.36687;574.09;0.643676;384.809;2.0;0.321838
24;500000;0;2.53381;630.888;0.898992;365.569;2.0;0.449496
25;500000;0;3.0309;616.55;1.04311;413.457;2.0;0.521555
26;500000;0;2.79557;776.836;1.16116;482.483;2.0;0.58058
27;500000;0;3.30351;759.835;1.58123;455.924;2.0;0.790615
28;500000;0;3.44281;838.444;1.78498;515.175;2.0;0.89249
29;500000;0;4.94623;667.965;2.46059;472.815;2.0;1.230295
30;500000;0;4.3131;872.896;2.584;565.272;2.0;1.292
31;500000;0;5.81225;735.082;3.3468;544.031;2.0;1.6734
32;500000;0;5.34998;902.756;5.45424;619.999;3.0;1.8180800000000001
33;500000;0;5.8746;925.98;8.20462;507.102;3.0;2.7348733333333333
34;500000;0;7.12891;856.487;9.16495;555.213;3.0;3.054983333333333
35;500000;0;9.07068;753.111;11.6406;531.625;3.0;3.8802
36;500000;0;8.00124;952.279;8.45508;590.264;2.0;4.22754
37;500000;0;10.8569;780.508;9.83221;610.939;2.0;4.916105
38;500000;0;10.2782;914.386;11.4648;627.612;2.0;5.7324
39;500000;0;11.4526;907.769;15.1686;565.645;2.0;7.5843
40;500000;0;11.474;999.799;16.6228;612.835;2.0;8.3114
41;500000;0;16.1539;781.762;20.4504;589.006;2.0;10.2252
42;500000;0;15.5214;893.645;23.6071;600.964;2.0;11.80355
43;500000;0;21.3612;711.67;27.6636;601.767;2.0;13.8318
44;500000;0;17.8557;931.204;30.222;644.03;2.0;15.111
45;500000;0;18.7486;968.089;34.9354;649.193;2.0;17.4677
46;500000;0;20.0979;983.969;38.8599;677.839;2.0;19.42995
47;500000;0;25.2061;853.28;51.1378;596.367;2.0;25.5689
48;500000;0;21.2465;1099.07;53.428;658.884;2.0;26.714
49;500000;0;30.9709;817.246;61.6053;657.703;2.0;30.80265
50;500000;0;27.2771;1004.18;72.0712;645.287;2.0;36.0356
51;500000;0;27.1589;1089.77;82.9592;641.741;2.0;41.4796
52;500000;0;28.7154;1112.08;92.2082;659.253;2.0;46.1041
53;500000;0;40.8436;842.383;109.6;631.735;2.0;54.8
54;500000;0;34.0185;1088.2;112.602;698.709;2.0;56.301
55;500000;0;43.1757;921.307;139.302;640.297;2.0;69.651
56;500000;0;37.8741;1127.12;145.499;693.451;2.0;72.7495
57;500000;0;42.4065;1078.99;177.751;640.732;2.0;88.8755
58;500000;0;49.9921;979.872;186.132;689.26;2.0;93.066
59;500000;0;56.5831;925.782;220.214;654.952;2.0;110.107
60;500000;0;47.8829;1168.58;233.292;693.694;2.0;116.646
61;500000;0;63.5185;939.983;294.248;615.969;2.0;147.124
62;500000;0;62.7631;1014.02;287.515;704.744;2.0;143.7575
63;500000;0;61.8434;1095.85;347.11;651.456;2.0;173.555
